instance_id,tree_size,objective,first_stage_cost,second_stage_cost,charter_cost_ST,charter_cost_LT,downtime_cost,travel_cost_S,travel_cost_M,runtime,MIPGap,gamma_LT,gamma_ST,scenarios,param_signature,seed,iss_pool,oos_pool,nested_trees
19,1,13895106.112032099,5811903.5,8083202.6120321015,0.0,5811903.5,8082124.973117628,0.0,1077.6389144730852,0.9029998779296875,0.0,SOV|3:1,,170,bc278e7235743ec2,99,1-200,201-300,1
19,3,15875694.450497553,6003036.0,9872658.450497556,191132.5,5811903.5,9870718.70045151,862.1111315784681,1077.6389144730852,5.6519999504089355,8.663954589399084e-05,SOV|3:1,CTV|3|Jan:1,113;146;170,bc278e7235743ec2,99,1-200,201-300,1
19,5,16409488.999753505,5811903.5,10597585.499753471,0.0,5811903.5,10596507.860838998,0.0,1077.6389144730852,22.467000007629395,0.0,SOV|3:1,,52;113;139;146;170,bc278e7235743ec2,99,1-200,201-300,1
19,7,17009636.097837806,5811903.5,11197732.597837802,0.0,5811903.5,11196654.958923336,0.0,1077.6389144730852,13.740999937057495,1.8182500937960644e-05,SOV|3:1,,30;52;113;139;142;146;170,bc278e7235743ec2,99,1-200,201-300,1
19,9,16839006.35899206,5811903.5,11027102.858992055,0.0,5811903.5,11026025.220077585,0.0,1077.6389144730854,20.04800009727478,8.198642990235284e-05,SOV|3:1,,30;52;81;113;117;139;142;146;170,bc278e7235743ec2,99,1-200,201-300,1
19,12,17226206.148354657,5811903.5,11414302.648354668,0.0,5811903.5,11413225.009440187,0.0,1077.6389144730845,32.19700002670288,5.788849141290208e-06,SOV|3:1,,30;52;77;81;113;117;122;132;139;142;146;170,bc278e7235743ec2,99,1-200,201-300,1
20,1,15579383.497914277,5811903.5,9767479.997914286,0.0,5811903.5,9766402.358999813,0.0,1077.6389144730852,1.1129999160766602,7.1735000918887035e-16,SOV|3:1,,111,bc278e7235743ec2,99,1-200,201-300,1
20,3,16427972.204678433,5811903.5,10616068.704678422,0.0,5811903.5,10614991.065763952,0.0,1077.6389144730852,4.324999809265137,0.0,SOV|3:1,,28;110;111,bc278e7235743ec2,99,1-200,201-300,1
20,5,16840754.41364478,5811903.5,11028850.913644794,0.0,5811903.5,11027773.274730321,0.0,1077.6389144730852,9.348999977111816,6.29627853231655e-05,SOV|3:1,,28;70;99;110;111,bc278e7235743ec2,99,1-200,201-300,1
20,7,16416464.81812188,5811903.5,10604561.318121856,0.0,5811903.5,10603483.67920739,0.0,1077.6389144730852,10.846999883651733,6.921483242578834e-05,SOV|3:1,,28;61;70;99;110;111;123,bc278e7235743ec2,99,1-200,201-300,1
20,9,17563257.05523905,5811903.5,11751353.555239066,0.0,5811903.5,11750275.916324597,0.0,1077.6389144730854,47.39100003242493,8.430279655944478e-05,SOV|3:1,,28;60;61;70;99;110;111;123;136,bc278e7235743ec2,99,1-200,201-300,1
20,12,17092183.8117221,5811903.5,11280280.31172213,0.0,5811903.5,11279202.672807649,0.0,1077.6389144730845,55.979000091552734,8.567207565992989e-05,SOV|3:1,,19;28;42;43;60;61;70;99;110;111;123;136,bc278e7235743ec2,99,1-200,201-300,1
